sequence,label
"Lyrics Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh-oh-oh-oh Oh-ooh-whoa-oh, oh-oh-oh-oh You know you love me (yo), know you care (uh-huh) Just shout whenever (yo), and will be there (uh-huh) You are my love (yo), you are my heart (uh-huh) And we will never, ever, ever be apart (yo, uh-huh) Are we an item? (Yo) girl, quit playin' (uh-huh) ""We are just friends"" (yo), what are you sayin'? (Uh-huh) Said, ""There' another"" (yo), and looked right in my eyes (uh-huh) My first love broke my heart for the first time, and was like (yo, uh-huh) ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine Oh, for you, would have done whatever (uh-huh) And just can' believe we ain' together (yo, uh-huh) And want to play it cool (yo), but ' losin' you (uh-huh) will buy you anything (yo), will buy you any ring (uh-huh) And ' in pieces (yo), baby, fix me (uh-huh) And just shake me 'til you wake me from this bad dream (yo, uh-huh) ' going down (oh), down, down, down (uh-huh) And just can' believe, my first love won' be around, and ' like ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine (Luda!) When was 13, had my first love There was nobody that compared to my baby And nobody came between us, nor could ever come above She had me going crazy Oh, was starstruck She woke me up daily Don' need no Starbucks (woo) She made my heart pound And skip beat when see her in the street and At school on the playground But really want to see her on the weekend She knows she got me dazin' Because she was so amazin' And now, my heart is breakin' But just keep on sayin' ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ""Baby, baby, baby, oh"" Like, ""Baby, baby, baby, no"" Like, ""Baby, baby, baby, oh"" thought you' always be mine, mine ' gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (yeah, yeah, yeah, yeah, yeah, yeah) Now, ' all gone (gone, gone, gone) ' gone",0
Wow he was such baby.,1
watching now also,1
He is Garena:freefire can you believe GG,1
LOl,1
Who see this in 2022?,0
12 years🥺❤️,1
' in love with this song (2022),1
09-2022 🕊 So Much Memories,1
"remember the feeling of listening to this hymn 12 years ago, the feeling of closing your eyes and feeling that butterflies in the belly of the first unrequited love, of being happy with little, of being able to stay on the street without being in danger, of friends who are gone over the years, from the posts collected from justin, from the clips that artists released at that time. time that was too good, it seems that it will never go back to the way it was before, it' just rant. the songs had lyrics and the artists were successful for having beautiful voice. Nowadays anyone seems to be successful just by making song that you can dance to in tikoteco lol This song by justin reminds me of several moments in my life! Even watching on TV loved watching you justin on rock in rio, Brazilians love you!",1
've always hated this song and always will.,0
can' believe this song is 12 year old !! It' Gem 💎,1
Dislike button left the earth,0
It ' September 2022 let see how many legends watching this song. 👀,1
Justin is legend for dropping this. This is one of the most song ever!,1
Really good good morning baby babe babe,1
Watching this now ’ just realizing how creepy it was just not leaving her alone,0
think now this is my favorite song,1
am from India speak Punjabi but love English songs,1
Sep 2022 and ' here listening to this,1
This is Justin Bieber Most like song And most Dislike song We all love it,1
loving,1
love bit,1
"When was 13, had my first love",1
from Bangladesh 🇧🇩. love this song ❤️.,1
Loveeeeeeeeeeee aaah like babi babi babi oooooh like babi babi noooooo aah love you cuteeeee jostin biber loveeee,1
"remember being jealous of Justin Bieber when this song came out, can' believe how dumb was then😅. The song is still amazing 💛.",1
Believer😍,1
crazy how this song came out 12 years ago and still hits the same,1
Old songs are much better than new songs nowadays,0
Motor grab gojek apo afo alai tas mobil taksi gojek bukarekening acak afi ferdi julius family apo pisah cerai 25tahun selimut,1
Pore porse like music and have good time😊 to get day cloudy hot Maria tyriana dokter akupuntur boy julius semangat kuliah children julian kamera Riski febian,1
Old but Gold. This song never gets boring at all.,1
Pov: your listening this song in September 2022,1
This song actually slaps. just had to pretend that it was bad song at that time,0
still listen the music again everyone still watching it on 2022 what legendary song❤🎤🎵 love Justin Bieber❤,1
Yes ' here,1
Re and have 25th off so we,1
2022 watching???,0
still remember that was big ass fan of his when was smaller but now only listen to his old songs once in while lol,1
you love'music the,1
September 2022?,0
like this song 🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵🎵,1
My first love broke my Heart for the first Time,1
2022❤️💖,1
Still 12yr but the still have same craze...,0
My. Girl 😡😡😡😡,1
It' 2022 and soon to be 2023,1
"Hey man, ’ proud of the boy you have been your whole life and the man you are still becoming today!",1
brooo why his voice is like girl in this song?,1
Where are the 9 000 000 dislikes :((((,0
2022 Brasil♥😍,1
"Just few hours ago .... *70Millon* Bro, and this was the start. Hats off man. Congratulations from deep inside my heart. 🫂",1
Bro won' believe but there still so many listeners for this song Great job👍🏻,1
This song split the world into 2,1
Indian please like,1
Just good,1
coolest singer in town😍😍,1
love this song 🎧,1
🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,1
bet more then 'some' people fell in love with Justin cuz of this song,1
"thought you' always be mine, mine👀❤️✨️",1
😁 want you are do cool 😎 like you,1
What supar song lisan this song 50 taim,1
🇧🇷🇧🇷🇧🇷🇧🇷😅,0
by the way why do people hate him like this guy,0
So much good,1
Key to getting girlfriend based on this music video: *Stalk the girl around the mall while singing your feelings to her*,1
You are cool justin,1
love jb,1
Still listening,1
"My life is honestly pretty traumatic, as child and teen was abused my mom cried had autism in the bathroom my dad threw my brother in the tub and laughed when got concussion in the tub.",0
love this song still listening 2022,1
Not anymore,0
last comment,0
am currently sharing this song with my in laws. Let’ see how this goes.,1
liked the song.. but ' 22... would feel too weird putting this on my spotify LOL.,1
"For the past 12 years 've shouted ""Whenever"" and he has yet to be there...",0
22 milion likes,1
Cool miusic,1
In 2022 🥲❤️❤️❤️❤️,1
😂😂😂 parang kailan lang,1
11111,1
#YoureMine,1
remeber wen was 7 is was scream that song and wa plying it over and over and knew the lyrics perfectly and still now it i am now 12 YOUR THE BEST LOVE ❤❤,1
All ok sons,1
My favourite song 😍 from India,1
My age is 12 🤣🤣 Legends watching after 12 years 🤣🤣,1
Bro haven' seen Justin' Favors videos in like 5 years,1
remember watching this on MTV,1
😍 lindo,1
Justin Bieber really like this song that' why will always admire you,1
Bangladesh army 🪖🇧🇩♥️🇧🇩🇧🇩,1
Baby🔥🔥,0
Always play this song,1
He used to be so ugly back then it' been 12 yrs-,0
Nobody noticed drake at 1:14 ?,0
Love you so much 😍😘😘😘😘😘💕😍♥️♥️♥️💋💋💋💋💋,1
Individuals and then finding of,1
Riritibfog UFO ring doorbell doesn' firigbfir The Best up for good,0
How fitubgsog firing order blind in Fu Doritos commercial,0
Jock GoFundMe account UFO that go on Fu fog call citing sources ifbfog if fifjvditn from FB even know Fi forgot have,0
Everything screams 2010…,0
love this if was there ' be having so much fun!!!!,1
LOVE your songs Justin!,1
He act like he in tella tubes,0
"The rap has got different fan base 🔥🙂 Girl be like: he is himself baby and calls me ""baby""",0
justin separates from hailey and marries me ❤❤💘😍,1
This was my go to song in 2012,1
1:20 Drake whaaaaaaaaaat,1
Peacher,1
Amoooooooo,1
Kkkkkkkk,1
1:13 that' Drake lol,1
Beh,1
2022 Time flies like lightning😢😢 those were beautiful days Advice for those who read my comment We are human beings the difference between us is only in language we feel the same in this world live your life as it should stay away from problems and noise and hold on to those who love you and don' waste your time in the void Take care of your health your parents and your family And leave beautiful memories when you get older the more you remember the nostalgic past ❤❤ love from algeria City,1
Sh,0
hate socialism,0
"When was more mentally healthy, Justin, everything for me was beautiful 😭💔",1
was just searching up chicken sounds and this came up...,0
Is. That. Drake,1
On weeken,1
Click here,1
🤮🤮🤮🤮🤮🤮🤢🤢🤢🤢🤢🤢🤢💩💩💩💩💩💩🧚‍💩💩💩💩,1
Never understood why this got so much hate?,0
Newest comment,1
2:01 this is Drake???? hahahahaha LOL,1
This kid grown up and married now…,1
baby baby nooooo,1
Love you justin Bieber,1
How many Indian' 😍,1
🐱🐱🐱,1
Amei,1
Bro was geting sturty,1
My sister love’ this song,1
he is too young for baby,0
🤐😯💖💋🔥🔥🔥😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,1
Its so Coll😍😍😍😍 love this song😍😍😍,1
Love boss,1
You have too much love,1
He had such facking good voice and still kind of🫠,1
was in the movie goosebumps 2 am sonny,1
am child movie star ut he is way cooler than me,1
Who still listens to this in 2022😩❣️,1
love you Justin Bieber😊,1
Just now am noticing that Drake is in this video,1
Wow the dancing seems fun and like this video,1
Watcha from bangladesh love you bro,1
Panahong Walang Covid.,1
It' 11 September who is listening this masterpiece 😍😘,1
want old justin 😢😢,0
2023 coming soon but still listen!!!,1
That is mad settings,0
Meme lol,1
just want to shove turds up my ear everytime hear this song,1
Who is listening to this in 2022,1
love you Justin beiber👍👌,1
"was 2 when last listened to this 💀 Memories, sweet memories 💅",1
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
Woow♥️♥️,1
Baby baby oh baby baby no . What memory of this song,0
"2g internet, holdin my mp3 and listening those sick tunes......those were the good old days",1
Always beautiful memories important to change times,1
"Awesome, 70m subscriber. Congratulations",1
love this songs,1
Congratulations 70 million subscribers 🎊,1
just realized this is the song my friends sang at the talent show 💀,1
Most Disliked video in 1 hour bruh,0
What the hell is this song,0
its my birthday today. can have 100 likes?,1
Rodricks version was better.,1
Fun fact: you don' know why this comment has so many likes,1
"Show him the messages, it' more than important",1
"' your brother, from different planet",1
Who are after collaboration with freefire,1
And your videos,1
Legends watching in sept 2022,1
Fact:This is the 2nd most disliked video on YouTube,0
"am 12 now, love this song so much was born in 2010, that' how long it' been and how much have grown. 🥰",1
when was wee lad and never watched the video but heard the song thought this was sang by girl like taylor swift or something,0
"Don' know in another countries, but here in Brazil, unfortunately most part of the men here grew with this ideia of ""Listening to JB makes you gay"" or any other things in bad way, and swear, regret being like that years ago, this guy is amazing",0
2022last,1
loded diper did it better,0
It' 11th.Sept.2022 still 😍,1
"Hit me up pal, got no time to loose..",0
2:12,1
Did you mary her,1
The only reason searched this up was because heard of kids getting torture from this song,0
