sequence,hf_prediction,hf_predicted_score
"2:14 when was 13, had my first love derwasnobadiganawinidumabinibinawowsws",0,0.5007985234260559
"The Christian God is the True God and am going to prove it right now: God has Law called the Ten Commandments (Exodus 20). These Laws include do not lie, do not steal, don’ put others gods before Him (Exodus 20) Have you ever broken any of these Laws? Have you ever told lie? Have you ever stolen anything? Have you ever lusted after someone? If we really went over God’ Laws in the Bible, every single one of them, it can really expose how much of sinner we truly are and because we have all committed these acts our punishment is Hell because God’ standard is perfection. Our good works cannot get us into Heaven. That’ like you steal soda from the store but you tell the judge, “hey judge give to the orphanage, do community service.” The judge will not care about what you did. You stole something that was not yours so therefore the Judge is going to find you guilty. God is the same way. But, this Judge is loving Judge who does not want to sentence you for your crimes. He sent His Son Jesus Christ to come and take the punishment for your sins and if you Repent of your sins and accept jesus Jesus Christ as Lord and Savior then you will be saved from the sentence. Jesus loves you and is not willing that any should perish but have everlasting life (John 3:16) God bless",1,0.8119004964828491
Childhood memories💕,1,0.9295138716697693
this kid got good talent it seems !,1,0.9971737265586853
Rodrick sings better 1B% more😂,0,0.7755807638168335
Is the best,1,0.9918534159660339
It' not the same without the dislikes..,0,0.9816062450408936
This song is superb 👌 👏 🙌 😍 👍 🔥 👌 👏 🙌 😍 👍 🔥.. Just biggest fan of justin beiber .... .... And there stay song 🎵 ♥ 🎶 ❤ 🙌 omg 😲 ♥ 🎶.. This is secret But justin is my crush 😍 😩 😫. And can' control my emotions...,1,0.997520387172699
Drake really,1,0.8800132274627686
#Noob,0,0.9868173599243164
"When everyone' in danger, Every one should remember: Falun Dafa is Good. Truthfulness, compassion and forbearance is Good! Pray for the world!🙏",1,0.9716206192970276
If you still listen this song in 2022 you have my respect.,1,0.9671716690063477
"SERIA INTERESSANTE, SE PROPRIO JUSTIN REGRAVA-SE ESTE CLIPE HOJE COM AS MESMAS PESSOAS QUE GRAVARAM ESTE CLIPE !",1,0.9225276112556458
Wan jai,1,0.7628536820411682
For the people that are watching this in 2022 it' still perfect masterpiece music👏,1,0.9916474223136902
It just dropped into my head ❤️classical chorus,1,0.9953513741493225
Main aaj bhi ye song sunti hu..😌😌😍,1,0.9964475631713867
BABY BABY BABY OOOHHHH,0,0.8042096495628357
XD?,1,0.8062581419944763
Fun fact - some legends are sad because of hiding DISLIKE option 😁,0,0.9786256551742554
How this was recorded in 4k,1,0.601147472858429
"January 23,2022",0,0.513992428779602
JUSTIN FAZ-ME UM FILHO 😍😍😍,1,0.9967054128646851
2022? 😍😍😍,1,0.9934665560722351
still love this song in 2022. It can bring me hope. don' care what others think of this song. As long as like it.,1,0.9905508160591125
Love is the Baby,1,0.9913913011550903
Wow 20 million like. Definitely one of the best song of all time.,1,0.9940360188484192
Wow cool,1,0.9922923445701599
came here just to see the dislikes,0,0.9946414828300476
Nah wallahi this song is banger 😭,1,0.5441779494285583
same procedure every year...,0,0.7144841551780701
January 2022 ❤️,1,0.9967696666717529
"1:23 the ""loosing youuah"" aaaaaaa",0,0.9881411790847778
best music ever!!!!!!!!,1,0.9962021708488464
"1:14 that is just drake, young beyoncé, asian daBaby and some random gangster",0,0.6780102252960205
1:13 drake was in this video?????,0,0.7321416735649109
am Form Bangladesh ❤️❤️,1,0.9966601133346558
Now we can' see the dislikes anymore :(,0,0.995537281036377
2022😌,1,0.9855368137359619
We played this in my 6-7 block class and it was whole class of girls and they started singing this Including me,1,0.8473894000053406
How can anyone dislike this masterpiece?! This song' actually soo good👀,1,0.9868660569190979
"Teen Justin is So Cute and Handsome..😘.,,",1,0.9955135583877563
Why did you pull her like hat lol never getting angiel bro,0,0.957275390625
"Even though are not no fan, cannot help but to have this song stuck in mind .",0,0.9137488603591919
Hey people...👋 2022 Gang! 🔥💖,1,0.9961855411529541
WO2 billion views🤝😎😂,1,0.8275455236434937
The first time heard this song was 10 years old now am 22 years old,1,0.7763561606407166
The best songs,1,0.9865851998329163
Justin bieber baby said never one time 14,0,0.5726972222328186
Why tf was drake there bro😭,0,0.9941616654396057
hear this song 100 times in day,1,0.940459668636322
2022 anyone?? This song is still AMAZING,1,0.9950376749038696
Leaving this comment hear..whenever someone likes it.. will come back to enjoy this love of childhood...😌😌,1,0.9659584164619446
Bay,1,0.5539150238037109
"came back to this song, just to relive the cringe moments of listening it for the very first time",0,0.9851870536804199
No longer in the dislike ratio,1,0.7709695100784302
Who are listens this song now 2022,1,0.5635460019111633
love all your songs!,1,0.9975219368934631
This song and “Wait Second!” by Lukaz are some of the only things getting me through the beginning of 2022 💜 Times may be tough but everything going to be okay in the end. hope everyone is doing well. love you ❤️,1,0.9920946359634399
1:14 HOW DID SEE HIM NOW HAHAHAHAHAHA,0,0.5461088418960571
1:14 no fucking way lmao,0,0.9608675241470337
🤮🤮😂,0,0.9504927396774292
Any telugu people......,1,0.5391784310340881
Good song 🎵.,1,0.9970750212669373
Yeah 🤟 🤟🤟,0,0.98820561170578
Cannot believe its been 7 years since first listen this...,1,0.7735046148300171
People in 2010 : listen the song People in 2022 : check views,1,0.5810553431510925
So pissed can’ see the dislikes😂,0,0.9937452077865601
am learning your song Justin Beiber,1,0.5572747588157654
Baba she and her me going crazy,0,0.984271228313446
I Am still listening it in 2022 And still love it,1,0.9957031607627869
2022 Good song,1,0.996804416179657
It' crazy how many people come back to this everyday.This song is legendary!!,1,0.9750185012817383
2022 January 22 anyone?,0,0.6792935729026794
2022:❣️,1,0.9967040419578552
He was my crush in those years 😂 can' believe!,1,0.6008681654930115
Na,0,0.8249873518943787
So lucky to hear at 2022💞,1,0.8564853072166443
Zac Lee,1,0.7413105368614197
😭💞,0,0.9872754216194153
Mmm Mmmm,1,0.9944360852241516
Love❤😍,1,0.997224748134613
It' *January 2022* let' see how many legends are still listening to this Masterpiece.,1,0.7525514960289001
It' crazy how many people come back to this everyday.This song is legendary,1,0.973539412021637
2010 .. People hear this song 2022.. People check the views,1,0.5194687247276306
Who are the legend listens 2022 🔥🙉💪,1,0.9865711331367493
When was 13 😛👑🇸🇴,1,0.9860835075378418
Legends are watching on 2022,1,0.6473163366317749
iiiOMG !!! ⬆️⬆️ can' thank him enough he is definition of genius tire am delighted to be working with Sir Thomas Kralow,1,0.9936832189559937
just came for how much Views is goin on 2022 baiiibey🔥🔥🔥✌️,1,0.9981505274772644
Still listening to this in 2022 :),1,0.9239916801452637
The Bamtn,0,0.7629895806312561
This song released when was just 1 but love it.,1,0.9945396780967712
Timeless 2022?,1,0.5607926845550537
wish could be more like Ludacris and less like vacuum packed bakewell tart,0,0.9751133322715759
My favorite songs about being,1,0.9799098372459412
Always my favorite😍😍,1,0.9978289008140564
Who else come here after watching short of most dislike video,0,0.9901954531669617
Jenny...,1,0.5087593793869019
🤍🤦🏻,0,0.9837279319763184
Love❤ you have good time😊 with me very much for all the time😊 is the best way to go to the world and 2101,1,0.9980274438858032
✨👑FIRE👑✨ bro❤️❤️❤️❤️,1,0.9982091784477234
Legend 2022 Rajput,1,0.9085367918014526
heyy you 2022 like my comment 👍👍,1,0.9916893243789673
just awesome,1,0.9969390034675598
"ilwe can just see his growing, his voise was soo cute and yong",1,0.9915178418159485
It' amazing,1,0.9965977072715759
This took me 11years to realize drake was in it,0,0.6889731287956238
Yo why It’ the first time see drake in there 🤣 1:15,0,0.9009166359901428
2022 and ’ still here,1,0.6003831028938293
legends,1,0.884833037853241
woooow gang gang,1,0.9897397756576538
hate Justin biber,0,0.9970807433128357
this masterpiece is 12 years old,1,0.9746990203857422
"If your younger than this song, get off the video.",0,0.9815104007720947
Wow 😘🤙😅,0,0.7786728739738464
2022 who is the here it is it,1,0.5379566550254822
2022 also trending,1,0.9458871483802795
Most beautiful song that heard,1,0.9960081577301025
Just owesome!!❤😍,1,0.9982293844223022
Oi mosa na.ara skangde angming Turao rona gongachimde da. singer ong. dakjokora senga dakaijokma,1,0.5500189661979675
Used me as dislike button,0,0.9910407662391663
brings back so much nostalgia . Missing the old days.💖,1,0.9776378870010376
My child hood favourite song ❤️❤️❤️❤️❤️,1,0.9968807101249695
Baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby,0,0.6984019875526428
You are not only person watching this masterpeice in 2022,1,0.8180598020553589
Its 2022 Let' see how many people are listening to this lengendary song 👇👇,1,0.8578618168830872
2010:people come to hear song 2022:legends come to check viewers,1,0.612114429473877
AWEEEEEEEEEEEEESOOOOOOOOOOOOOOMMMMMMMMMMMMEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE ............................................STILL IN 2022.............DYEEEEEEEEEEEEEEEMMMMMMMMMMM,1,0.6546577215194702
innocent JB this time …cute face😂,1,0.9115315079689026
Amazing Brother,1,0.9943515062332153
happy 12 year anniversary to the release of baby! - it will soon be 12 years of the release of this music video 💜 once belieber always belieber!,1,0.9961631894111633
Me 2011,1,0.6574451923370361
Love and life 🔝,1,0.7277337312698364
"11 years from now. If you are watching this, you are legend.",1,0.8856792449951172
"2 .6B views,damn",0,0.9901005029678345
First song performed at my college .. Ahh those golden days 😍😂❤,1,0.9944111108779907
No one beat this kid,1,0.9405732750892639
How i do not know you look soo cool,1,0.9939874410629272
love the song ❤❤🎉🎂,1,0.9980267882347107
Go Lakers,1,0.9757962822914124
Thisssss songgggggg,0,0.8042662739753723
ouaaauauaa,1,0.6919125318527222
What’ Drake doin in here😂😂😂,1,0.5766631364822388
Boys disliked the song hahahaha,0,0.9890469312667847
Any song can' replace this masterpiece ! Very very overpowered song ! love Justin bieber especially old one miss you very much,0,0.9335593581199646
It' 2022 but don' know why this song is still stuck in my head,0,0.7100198864936829
this is cancer,0,0.9946163296699524
wish could meet Justin 😔,0,0.8897228837013245
You are God,1,0.8690133094787598
Old Memories 😭Never Get Old 😑 Old is Gold 💗,1,0.505588710308075
"Does anyone still listening to this song? , am still listening ❤️💕🎶❤️❤️",1,0.9972778558731079
Old Is Gold 🏅,1,0.9969270825386047
People in 2022 Check for Dislike🤣,0,0.995578408241272
Eyoooo what kind of song are you giving lol,0,0.8968119621276855
Miss this generation,0,0.894207239151001
2022??? Brazil🇺🇸🇺🇸🇺🇸🇺🇸🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0.8008303046226501
Bro got haircut like this 2 years ago. hate new Justin Bieber. The old songs are the good ones,0,0.9856431484222412
am learning new languague and Finding out all its great wonders..,1,0.9605041146278381
am from India love this song long time Forever 💟☺️☺️❣️👑✨🔥,1,0.9987600445747375
Woah - is that drake? 😳 1:15,0,0.8134283423423767
"ah yes,NOSTALGIA always come for us",0,0.712454617023468
Hello justin bieber my music teacher would love if you can come visit she says that she is you idol and if you come to do not have to raise you hand to tell you can just scream would like to surprise her but it is your choice,1,0.9609104990959167
love justin bieber songs,1,0.9912792444229126
Niceeee.The singer sounds so young ;-;,1,0.9938254356384277
no dislikes? It must be really good then? mistakes were made.,1,0.9673307538032532
Rodrick was better.,1,0.8561491370201111
