sequence,label
love twoheartstwoheartstwoheartstwoheartstwoheartstwohearts,1
hate kind nostalgic,0
justin beiber get defeated tries compete one direction,0
two thousand twenty-two faceblowingakiss legend singing signofthehorns awesome next level performance starstruck,1
lindooooo faceblowingakissfaceblowingakissfaceblowingakisssmilingfacewithhearteyessmilingfacewithhearteyes,1
old days remember,1
real without auto tune,1
like song facewithhandovermouth justin bieber idol,1
iloveyou justinheartsuitheartsuit,1
else watching 2022facewithtearsofjoyfacewithtearsofjoy,0
love nepal,1
know three,1
time think father right smirkingfacewinkingfacewithtongue look young video twelve years old video,1
crush liked bruh,1
baby babye,1
hibiscus herb,1
mountfuji,0
envelope,1
envelopewitharrow,0
faxmachine,0
rooster,0
teacupwithouthandle,1
drake two hundred two,0
nice broo,1
man justin seems like genuinely happy kid back thenthe eyes smilenow days still great artist seems much happier kid career took guess life lose something gain something grow,1
years song still stuck back head,1
remember used listen high school song still banger,1
jokes aside song pretty nice listen,1
human brain super complex advanced human brain,1
dies cringe,0
drake reference,1
ex girl freind thirteen fifteen push usally listen song tell love never unterstand message facewithtearsofjoy brokenheart,1
ditto pensivefaceheartsuitsmilingfacewithsunglassesnosemobilephonesleepingfacedroolingfaceheartsuit,1
shit,0
smilingfacewithheartssmilingfacewithheartsstarstruckpartyingface,0
leaving comment one video also blasting,1
mfs saying shit like great song hits hard video literally 14m dislikes,0
song holds litterly alllll memories still remember crush himskull,1
crossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonefacewithtearsofjoycrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyessmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonesmilingfacewithhearteyescrossedfingersmediumdarkskintonecrossedfingersmediumdarkskintonesmilingfacewithhearteyes,0
two thousand twenty-three coming,1
ane fresh fresh smilingfacewithsunglasses,1
brazilbeamingfacewithsmilingeyesthumbsup,1
beautiful redheart,1
bro even realize drake music video lol,1
"fourteen million , one hundred two thousand twenty-two two hundred song carries lots memories still hear every month redheart remember sang song first ex two thousand sixteen taken two days memorize facewithtearsofjoy",1
old always gold 1stplacemedal,1
baby baby song emotion redheart,1
everything saying song dj cousin got crush girl name skyler thank playing video cuz saying thank playing singer cuz prude cute thank dj anymore mom still texas went texas thank playing song byebye,1
brynel sha0f love smilingfacewithhearteyes growingheart beatingheart,1
let honestjustin bieber owned whole world days song released,1
dance moves dope,1
dang man justin voice actually sounded really good man idea hated dude back,1
use see dislikes disappeargrinningsquintingface,0
three know love baby hear many ways love ya hear figth,1
love bangladesh bangladeshbangladeshbangladeshbangladeshbangladesh,1
jews nation tried kill prophet jesus pbuh could kill allah took heaven come back earth inshallah jesus respected messenger allah mentioned quran injil bible last prophet messenger muhammad pbuh name prophet muhammad mentioned one hundred four books given allah say allah one quran surah number one hundred twelve verse number one injil bible mentions jews say christians founded anythingchristians say jews founded anythingon earth globeshowingeuropeafrica,0
chillhood song thanks masterpiece justin love,1
worst song history pop music stupid,0
believe came twelve years ago nostalgia vibesblackheartclinkingbeermugs time flies fast,1
one best jasbin biberredheartfoldedhands,1
song justin best like,1
twelve years,1
released song single married still singleskullmoai,1
smilingfacewithhalo,1
one hundred fourteen drake fck man know also video,0
song love love song much,1
little lesbian justin remember,1
voice high even realize,0
nyc biber ncc song sirra super nc,1
move frloudlycryingface,0
ilove song justin bieber super star starstarstarstarstarstarstarstarstarstruckstarstruckstarstruckthumbsupthumbsupthumbsupthumbsup,1
voice lyrics fire,0
wow nice brother india,1
remember 2nd grade came hated dude girls loved himskull,0
lestion song 2022dizzyredheart,1
though years passed whenever hear song feel young energitic feel magic voice,1
twelve years damn feel old liked song,1
first english song listened childhood memories facewithrollingeyes,1
take love frim bangladesh freefire comunity,1
talented young mansmilingfacewithheartsstarstruck,1
love person,1
justin bieber crown,1
4805036th,1
brother bijaya basnet friends,1
anyone 2022eyesfacewithmonocle,1
yhe present still hitsss different redheart,1
golden daysss jb days captured everyone heart generation redheartfaceblowingakiss,1
top number one songs baby justin bieber brother best friend,1
look justin bieber back baby brother friends bijaya basnet justin bijaya brother,1
first english song heared two thousand ten,1
wonder much jb paid youtube removed dislikes amounts,0
one hundred twenty-one drake,1
song gave childhood memory cherish,1
anyone notice drake video,1
kid kids,1
cringy hate,1
best song ever partypopperredheartredheartjustin bieber like much cute faceblowingakissfaceblowingakissloveyougesture,1
song good partyingfacejustin berver,1
actually bad,0
say 4k facewithspiraleyes fact two eight hundred forty-five seven hundred forty-three six hundred ninety-three views,1
seventeen thought giving,1
upgrade song,1
really know,0
12yrs facewithoutmouthgrimacingface,0
adoro vc,1
one hundred two thousand twenty-two,1
never gets old winkingface,1
listening song two thousand twenty-two wiltedflowerheartexclamationheadphone,1
let hit slippers,0
know something algieria munshning use said man love woman cose shame woman love man cose nature love really man seeslightlysmilingface,0
like musicsmilingfacewithhearteyessmilingfacewithhalo,1
one side love,1
remembered song went searched feels nostalgic sparkles,1
know justin bieber song fc thailand thailand,1
justin bieber stinky,0
bro love bangladeshbangladesh purpleheartpurpleheart fvt song kissingfacewithsmilingeyesslightlysmilingface twelve years late eyes,1
visiting two thousand twenty-two redheartredheart,1
timeless hit beatingheartjb,1
justin three half years older remember thirteen one hundred thirty pounds magazine cover said weighed one hundred eight pounds literally hated younger weighing magazine cover might lie still somehow remember used probably hated man planet back think pure jealousy due famous every girl loved famous young sad lot people around influencing badly grew way fast course made decisions take responsibility industry really put lot hope truly happier,0
ohh look young drake rollingonthefloorlaughing,1
twelve years pass still masterpiece,1
handsome twelve years ago,1
listening two thousand twenty-two feels mesmerizing clappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintoneclappinghandslightskintone,1
mandancingwomandancingguitardrum,1
sing facewithtearsofjoyfacewithtearsofjoy,0
twenty-eight views facewithhandovermouthfacewithhandovermouthfacewithhandovermouth,1
october 2022grinningfacewithsweat,1
search old songs search old memoriesredheart,1
song truly touches heart sparklingheartbeatingheart love never end selena gomez justin bieber necessary person love marry person main thing love love trully whatever goes life matter redheartredheartredheartjelena redheartredheartredheartredheartredheartredheartredheartredheartredheart,1
first came fell love twelve year still love song lol,1
baby bruder baby loudlycryingfacegrinningfacewithsmilingeyes,1
starting great journey never stop loving admiring jb stan forever believer forever redheartjustinbieber,1
cryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfacecryingfaceredheartfacewithtearsofjoypartypopper,0
cute hundredpoints,1
sir love voice life style,1
friends call joseph beaver,1
song uploaded tagged disliked video world feel butterflies stomach whenever see video smilingfacewithhearteyessmilingfacewithhearteyes,0
twelve years ago song still sweet,1
twelve years still falling song well,1
gurl ths song,1
legendcrossmark still hear song till nowcheckboxwithcheckgrowingheart message future generation let song dieloudlycryingfaceloudlycryingfaceloudlycryingfacedeafwomanmediumskintonepleadingface,1
